Location number,Location name,Lat,Lon,Corr with Adult female lice,Corr with Lice in moving stages,Corr with Attached lice
32217,Kvernaneset,59.685318,5.4311,-0.019444972,-0.140644238,-0.316746118
32237,Sloppegrunn,70.22045,21.809067,-0.166602871,-0.073457174,0.078407789
32257,Kjøtta V,68.8658,16.670218,0.10499382,0.166158677,0.270814309
32277,Andholmen 1,63.469215,7.8523,0.093017465,0.192468017,0.168897856
32297,Andholmen 2,63.46745,7.847167,-0.008743965,0.104401656,0.085573604
32317,Guriøyna,61.297768,4.660867,0.092601961,-0.126751638,-0.127097106
32337,Veiesund,61.57187,5.047283,0.109712249,-0.059482282,-0.168214533
32397,Storvika I Skjerstadfjorden,67.202934,15.2751,0.037977017,0.093088066,-0.043508428
32417,Hjartholmosen,60.00458,5.2287,0.003349055,-0.015739441,-0.23813579
32437,Urda,63.0007,8.326967,0.020211974,-0.010924224,0.12915503
32457,Dalsvåg Nv,59.410816,5.21725,0.054009591,0.038894764,0.01369741
32497,Daljorda,68.697,14.963383,0.109203336,0.16462241,0.276745842
32518,Kuøyna,60.996418,4.897983,-0.005325055,-0.291353539,-0.141183676
32537,Baltsfjord,69.54605,17.77085,-0.048495306,0.051093368,0.153685333
32577,Klammerholmen,60.08165,5.168567,-0.014799177,0.013134981,-0.1203848
32597,Fjordprakken,63.256516,7.928067,0.100050195,0.188756918,0.147036439
32598,Kokelv,70.6381,24.5791,0.059401527,0.120893254,0.129052593
32617,Ytre Koven,70.1421,22.89265,-0.254515794,-0.21268271,0.019232114
32637,Veidnes,70.53992,30.136583,0.029689814,0.060908402,0.270451882
32677,Espnestaren,63.677883,8.667,0.048388616,0.164757673,0.277758046
32697,Steilo,68.51185,14.951633,-0.07888249,-0.012790153,0.09330642
32717,Tranøya N,63.87185,9.76985,-0.003878633,0.123943828,0.013269057
32733,,,,0.358191077,0.790003897,0.752428322
32737,Heldalen,68.10022,13.620333,0.17038138,0.186391132,0.119894826
32757,Horgefjorden,60.100834,5.117067,-0.040281732,0.01346725,-0.001561159
32777,Hundbergan,69.556885,17.61055,0.145763938,0.253765711,-0.164858728
32797,Elvevika,70.9178,25.006268,-0.145275381,0.120171521,0.126812168
32857,Trettholmosen,59.831932,5.0801,-0.051873359,-0.003113238,-0.170738272
32877,Skorpo,60.173317,5.293683,-0.100000366,-0.171152475,-0.292966725
32897,Breivika S,66.15802,12.682067,-0.072309764,0.087317436,0.207561087
32917,Gregusvika,68.81815,17.346916,-0.065042708,0.061585977,0.22222043
32957,Bjørshammaren,66.14032,12.91035,0.124971361,0.052101323,-0.25535124
32977,Måren,61.152668,6.1167,-0.139324179,-0.330826835,-0.113820678
32997,Raven,68.28668,15.122683,0.135560764,0.10989948,0.195001763
33017,Setevika N,62.73835,6.937667,0.061414911,-0.039148664,-0.020273745
33077,Elveneset,61.205833,5.131717,0.066516222,-0.066054275,-0.162822756
33097,Skjervøy V,70.04375,20.94965,-0.100187156,0.043639685,0.06932559
33117,Djupvik,68.60365,15.34815,-0.399327965,-0.313625052,0.035295019
33157,Skogsholmen,65.83141,12.070533,0.058834501,0.146572628,0.164928338
33177,Krabbholmen II,63.94,9.886633,0.126342089,0.169437178,0.180447806
33197,Jernelva,70.449585,23.63825,-0.014424648,0.114207921,0.086151262
33218,Hosenøyan,64.08518,9.884683,0.093180756,0.125040227,0.174732026
33297,Nye Skorpa,66.03093,12.481483,-0.124603437,0.002147491,0.035729122
33337,Lyngnes,60.119682,5.719817,-0.051493583,-0.255758625,-0.358359992
33357,Gullklakken,63.479218,7.999867,0.236433233,0.240666452,0.21423073
33417,Persflua,63.91345,9.826433,0.056197628,0.144565934,0.129038534
33457,Ånderbakk,67.75467,15.70465,0.082625121,0.220345914,0.226141903
33477,Reinsnesøya,68.76978,15.4441,-0.068226816,0.066983159,-0.086390953
33517,Petternes,70.8172,24.590567,0.012021202,-0.056384534,-0.059999361
33537,Buholmen,64.1569,10.008917,0.177523379,0.26546948,0.299627788
33557,Langskjæra II,63.821815,8.743433,0.213212385,0.296169307,0.154473412
33577,Kjeholmen II,58.06008,6.885683,5.98E-05,0.016605151,0.119961084
33597,Grytøyraholmen,61.29278,5.014117,-0.039316493,-0.262824554,-0.383911877
33617,Gjerde,63.299667,8.418333,-0.008524855,0.037250158,0.060432843
33657,Movikodden N,66.53287,12.888433,0.19823091,0.361922257,0.420752061
33677,Torvund,61.14467,5.656367,-0.054821193,-0.329929591,-0.241888763
33697,Forrahammaren,63.350433,9.23325,0.326584952,0.378503828,0.108213919
33737,Olausskjæret,63.7917,8.504717,0.287941807,0.245843615,0.357558726
33757,Håbranden,63.942,9.133483,0.228273707,0.105479926,0.08582715
33777,Lausklubben,70.02435,29.292183,0.002323064,0.188921847,0.073658548
33797,Hidlekjerringa,59.0676,5.839367,0.155563338,-0.139017783,-0.154348368
33937,Nørholmen,63.338917,8.2718,0.074179207,0.094417116,0.01664048
33957,Hofsøya,63.7224,8.9145,0.214472419,0.434481116,0.266345018
33997,Næringsbukta,70.65892,22.642418,0.131003091,0.136374625,0.078393886
33998,Klubben,70.66396,22.6224,0.029929587,0.073139073,0.059278109
34017,Hilbåan,63.6686,8.844717,0.072358555,0.231980534,0.158436902
34018,Dolma N,65.02533,11.676017,0.532573184,0.10904107,-0.020676888
34037,Kråkåsen,67.73985,14.896817,0.260451615,0.382201105,0.234431594
34057,Mohamn,69.12883,17.79755,0.079892694,0.195060894,0.224904579
34117,Skåtholmen,60.17177,5.563633,-0.036447525,0.036454513,-0.117170833
34137,Skårliodden,69.47588,18.070084,-0.273968969,-0.174749237,0.191676263
34197,Brennholmen,65.978714,12.16355,-0.170367144,0.091273123,0.314708683
34257,Lekafjorden II,65.07878,11.724033,-0.19015208,-0.126553552,-0.03941619
34277,Mikkelsøya,68.65618,14.729933,-0.194335285,-0.171268282,-0.025250401
34297,Stabben,68.40113,16.2172,0.237164009,0.321309606,0.373338211
34337,Olstind,67.95035,13.077717,0.009826189,-0.019808112,0.498169603
34357,Gisløy Nø,68.970535,15.264783,-0.078378699,0.037215806,0.107040151
34397,Hyseneset,60.86,4.963083,0.079634441,-0.134576381,0.09781129
34457,Langås,70.01095,19.66665,-0.074755138,0.012289596,0.335548395
34477,Nausttaren,64.389565,10.512533,0.24012662,0.091036218,0.129885013
34537,Nystølvågen II,60.05005,5.794033,-0.38705839,-0.584559639,-0.385051159
34577,Enkeneset,70.56365,24.119066,-0.043123955,0.15612767,0.33607069
34597,Seiballskjæret,63.76718,8.908517,0.55430556,0.204336793,0.250642258
34617,Gråøya,63.47635,7.951517,0.249607719,0.128078157,0.192164711
34637,Langholmen N,68.66638,14.914717,0.039859662,0.12622156,0.232596798
34657,Laberget,60.749916,5.298833,-0.035015126,-0.110690827,-0.360074348
34677,Hestøya,63.3095,8.115567,0.059075587,-0.19589398,-0.06418644
34697,Øyra,70.774765,27.2185,0.063044578,0.07323875,0.194161324
34717,Eidisholman,68.13462,13.867217,0.100641051,0.140861449,0.059410851
34737,Ulvøyo,59.432583,5.106567,0.060794478,-0.159202822,0.001315484
34797,Kalvhagan II,64.95078,12.0567,-0.120515573,0.112997553,0.009240381
34857,Salatskjæra,63.90485,8.589133,0.008025135,0.261586991,0.347400687
34897,Brandsfjorden,64.22307,10.279933,0.126816937,0.073217961,0.16471624
34917,Tosen,65.249435,12.815283,-0.254775638,-0.069565776,0.112374684
34997,Bjørnøya,67.4164,14.428667,-0.000325473,0.066886851,0.195124992
35197,Hjortøya,64.9848,11.135467,0.017696114,0.113990134,0.237765396
35237,Durmålsvika,69.4328,18.147734,-0.181678108,-0.078326472,0.011240327
35297,Ådnøy Sø,58.91455,6.028583,0.077824136,-0.181828272,-0.167895311
35317,Litjevika,69.00265,17.440567,-0.038208346,0.059536289,0.148720054
35318,Sortevika,69.0188,17.520067,-0.122170231,-0.075855294,-0.016673065
35337,Småvær,69.896866,18.486267,-0.078292128,0.118662315,0.203174523
35377,Kveitskjeret,63.82503,8.444633,0.183642561,0.21954785,0.191341632
35417,Sandøya,67.7382,14.75345,0.29833931,0.417618917,0.2891571
35477,Makrellskjæret,64.54919,10.734183,0.179774549,0.158552768,0.181784838
35497,Drøno,60.08077,5.192033,-0.050418665,0.026566837,-0.214962634
35517,Vadholmen,60.695,4.761117,-0.050660576,0.114783755,0.023187554
35597,Follesøy,69.91572,20.601418,0.017241571,0.137653461,0.095777527
35617,Mulnesodden,67.14398,14.2799,0.080754692,0.041391713,0.313528103
35657,Varden,63.635715,9.186467,0.233611677,0.349598559,0.406020158
35677,Brottøy,68.4885,15.125917,0.021258985,0.068949694,0.22301951
35777,Kvitskjæret,66.1008,12.157333,-0.138584177,0.053025205,0.348864447
35797,Årsetfjorden,65.00819,11.746417,0.085781275,0.189153437,0.220838932
35817,Storevika,67.18557,14.388433,0.167314227,0.322125187,0.362480552
35838,Vengsøy,69.8227,18.51875,-0.069407631,-0.048733995,0.191710264
35877,Eiterfjorden,64.971634,11.723933,0.170220436,0.123072372,0.132782835
35897,Nye Hessvik,60.130184,6.126617,0.049829875,-0.136225402,-0.180453377
35957,Danielsvika,70.670586,24.488768,0.080435618,0.132111431,0.007271775
35977,Lian,66.55787,13.525907,-0.005317318,-0.038093815,0.140665108
35997,Kviteberg,69.953865,21.88035,-0.183346365,-0.098145252,0.081937175
36017,Sørværet,65.88035,11.93045,-0.002861999,0.144688668,0.281058515
36037,Klipen,66.1336,12.851983,-0.058294989,0.160830119,0.31913181
36077,Mollvika,68.936584,16.723383,-0.002320141,0.171748169,0.189709545
36099,Store Kobbøy,70.91161,25.32495,-0.24479947,-0.187345945,-0.066065507
36100,Suholmen,63.494934,8.02235,0.057429828,0.057342631,0.111557766
36117,Matvika,67.528,15.359683,0.067936844,0.270547089,0.247342961
36118,Bremnesøya,68.82377,15.400217,-0.032731292,0.13620555,0.030871108
36137,Jekteberget,68.85322,17.06575,-0.069122561,-0.077943018,-0.046353745
36138,Flatøyfjorden,64.27302,10.246233,0.233952025,0.267465946,0.28315931
36177,Skjellesvika,68.91143,16.645132,0.045682433,0.058876584,0.248766694
36178,Haukøya Ø,70.046135,21.282034,0.033362052,0.032014212,0.04170945
36217,Kalvhylla,65.74827,12.540533,-0.179905595,0.001461844,0.108491725
36237,Vorterøya,69.96655,20.615282,0.013855068,0.047753374,0.115770026
36257,Mjønes,70.10643,19.583866,0.15938899,0.173141012,0.138188996
36297,Kjeringeholmen,61.390984,4.982833,0.068194546,-0.151439056,-0.254777253
36317,Varholmen,65.54652,12.127967,0.018820912,0.262124931,0.333556925
36337,Vardskjæret S,66.350266,12.469867,0.090120905,0.127006147,0.060135543
36417,Borvika,70.75667,23.4353,0.081519042,0.146812406,0.236131458
36457,Kvingra,65.20317,11.569,0.272120505,0.283455152,0.199329304
36497,Lille Djupfest,68.47665,16.09135,-0.204694906,0.086874417,0.237791093
36517,Selsøyvær,66.5896,12.84965,0.210983051,0.372851423,0.392963426
36617,Harbakholmen,64.953316,11.195717,-0.225300537,-0.218876775,0.175867494
36717,Vindhammarneset,69.468414,17.606182,-0.071823057,0.105254887,0.259019268
36737,Hallsteinhamn I,67.44185,14.71595,-0.144257638,0.069397825,-0.010467106
36757,Lubben,69.936714,19.832184,-0.13249125,-0.093292718,0.277874761
36778,Havstein Sør,66.16405,12.400767,0.110702652,0.058364719,0.110175159
36797,Korsnes,69.986916,19.931633,-0.085417817,-0.030469081,-0.043890733
36817,Kariskjæret,67.38288,14.380617,-0.005873241,0.152391419,0.283786603
36917,Drevflesa,64.21093,10.115183,0.212296326,0.066273875,0.145780905
36937,Hallvardsøya,69.15137,16.906532,-0.08929756,-0.042534468,0.255906112
37057,Mjøsund Vest,68.90805,17.407818,-0.035239817,0.173913824,0.316184287
37077,Oksbåsen,65.19105,12.6723,-0.134247739,0.059339218,0.170050487
37177,Djuptaren,64.769264,10.629017,-0.292281613,-0.246638405,-0.099704122
37197,Ruggstein,63.770084,8.476033,0.179982435,0.294233188,0.34514621
37217,Dale,68.92503,16.3452,0.146813146,0.089936564,0.265201215
37237,Børfjord,70.64533,22.694317,-0.296492251,-0.01935852,0.03910839
37297,Larstangen,70.08442,20.090418,-0.439675714,-0.254434831,-0.026332985
37357,Brensholmen,69.57837,17.994267,-0.305726075,-0.08325429,0.099475303
37557,Davatluft,70.245384,22.87385,-0.075637902,0.004414479,-0.014091203
37717,Vassgåsholmen,63.592167,9.339833,0.26861025,0.38341825,0.278478185
37797,Skjortneset II,62.379368,6.889433,-0.106520332,-0.242738709,-0.156197349
37857,Seiskjæret,65.93428,12.071567,0.006433707,-0.000922172,-0.020723416
38217,Hardbakkeneset,61.01673,4.950517,0.313191751,0.053135923,-0.000875612
38277,Nordre Skokkeløy,64.35658,10.424967,0.346877947,0.402779982,0.432665301
38297,Sør Gåsvær,66.03118,12.02305,0.188377088,0.262336038,0.385748156
38517,Måvær,66.47767,12.7355,-0.005203839,0.038553377,0.271556827
38577,Skreda,61.14635,5.08115,-0.052005195,-0.197189204,-0.15772814
38697,Takflua,63.980667,9.868733,0.038695985,0.143802105,0.168964061
38757,Gaukværøy,68.61298,14.34655,-0.267720484,-0.193289406,0.063090701
38777,Hallarvik,63.647266,8.699267,0.198674171,0.180363519,0.208950683
38797,Oløya N,63.852734,8.591083,0.201484392,0.358576606,0.307186821
38817,Skjåvikodden I,65.47945,12.176217,-0.506571004,-0.067314156,0.223249498
38857,Vannfjorden,71.017784,25.38915,-0.302749156,-0.183967037,0.040398488
38877,Jernøya,70.80725,25.81915,0.179425373,0.211452962,-0.103933775
38957,Låderskjera,59.194965,5.478617,-0.137112699,-0.150079579,-0.175504417
38997,Ilsøya 2,63.664482,8.42935,-0.131550744,0.145090943,0.282864097
39197,Kverhelleskjeret,60.99405,4.69375,0.012232064,-0.162432675,-0.012394639
39237,Sandkvia,61.4837,5.137283,0.042488147,-0.102681733,-0.040369624
39377,Husevågøy,61.916332,5.06495,-0.290410319,-0.602085293,-0.592773481
39437,Hovden,61.707684,4.911383,0.119263895,0.02121276,-0.346241027
39477,Hundvika Aust,61.872215,5.953667,-0.362205377,-0.280274061,-0.276145026
39537,Gyltneset,64.683815,11.36595,0.559409882,0.445747008,0.291040989
39577,Silda,62.016468,5.21165,0.147790355,0.090002052,0.060908041
39597,Gåsflestaren,65.25203,11.5664,0.177255974,0.179217404,0.203850328
39617,Svanøya,63.416634,7.79165,0.218914639,0.262323934,0.066275029
39657,Skipperdalsneset,61.80602,5.0683,-0.041420174,0.042328377,-0.099395033
39777,Ytre Hadseløya,68.50135,14.585667,-0.387205677,-0.281272165,0.306615952
39917,Fureneset,61.79855,5.131133,0.280386355,-0.000315309,-0.225972426
39937,Orholmen,62.77625,6.78015,0.14199907,0.03358917,-0.142279038
39957,Flatøyan,63.873585,8.4714,0.097350811,0.279752817,0.144625944
39997,Helligvær Ø,67.42167,14.032183,0.015507979,-0.138293544,0.421551533
40017,Stangnes,70.51192,23.751883,-0.126942972,-0.084254744,-0.104294431
40037,Smedholmen,59.344616,5.8946,0.090202302,0.150386585,-0.084409674
40117,Otervika,65.161736,11.968417,0.404485487,0.203795295,0.113282404
40118,Svindalen I,68.92783,15.42875,-0.055314288,0.032598734,0.128311691
40137,Lønngrunnen,63.937534,9.779517,0.032876243,0.1349304,0.149869335
40297,Gnarnesvika,61.506382,5.05,-0.212017597,-0.337979829,0.109416632
40357,Nordnesbukta,70.721535,23.340933,0.039346019,0.032448306,0.22078147
40377,Klampvika N,65.21104,12.250167,0.300826494,0.305183078,0.260555086
45000,Svartberget,70.01877,22.020733,0.073530863,0.007154154,0.10828397
45002,Korsvika,66.57847,12.691067,-0.060429379,-0.052568484,0.153392053
45003,Ystøya,65.7725,12.245217,-0.004982303,0.04114055,0.102919071
45004,Mulen,67.66928,15.198867,-0.04190551,-0.270250187,-0.129603176
45005,Grøtnes N,70.580536,23.6761,0.284668902,0.469280493,-0.375354946
45010,Holand,68.63108,15.269267,-0.15424925,0.056787737,-0.031503461
45013,Sandskjæret,65.3103,12.326,0.013222386,-0.002006424,-0.057319779
45014,Nordfoldleira I,67.75228,15.239067,-0.005376614,-0.052554829,-0.323496608
45017,Bakfjorden,70.87483,24.616966,-0.029082809,0.279825009,0.23486511
45018,Ny-Hellaren,62.73923,6.768683,0.222066869,0.271702303,0.211967839
45023,Varpet,66.32025,13.055833,0.052237029,0.027912769,0.080451739
45025,Vegglandet,70.54208,23.241882,0.133478076,-0.064065035,0.162821123
45028,Mulnesodden S,67.14267,14.27865,-0.177759363,0.298266727,0.435070104
45029,Ramnøya N,66.243484,12.294183,-0.155169988,-0.203830807,0.006516134
45032,Ytterflesa,64.972984,11.443517,0.182875605,0.38367447,0.346998742
45037,Kjølvika I,67.174965,14.2901,0.481427489,0.379631101,0.639460097
45038,Hundaneset,59.308735,6.165483,0.156648195,0.049573965,-0.136397395
45044,Linesvika,66.53785,13.325183,-0.179865685,0.22705669,-0.451710588
45046,Stasøya,64.80155,11.633783,-0.076793096,0.040832875,0.095624605
45049,Bergkråa,68.160866,16.333282,0.312577815,0.386313872,0.468861096
45050,Skarvhammaren,65.834015,12.553983,-0.087028178,-0.302628563,-0.172600611
45058,Urdaneset,62.319283,6.978617,0.14074596,-0.041469444,-0.073544643
45060,Pundsvik I,68.4208,16.783583,0.606005009,0.604355089,0.487641814
45066,Lingaholmane,60.249382,6.05955,-0.41901288,-0.010697272,0.115929554
45068,Grænholmen,68.07142,13.469983,-0.161481745,-0.408186973,-0.012743021
45070,Kristianneset,70.8911,25.01295,0.154444537,0.159310564,-0.175589574
45072,Bleket,61.911667,5.092217,-0.365726592,-0.364591948,-0.354380739
45077,Ørnhaugneset,67.98025,15.5878,0.10941524,-0.047929091,-0.033072586
45078,Almbakkevika,61.620335,5.271967,0.144648215,0.395886705,-0.031222515
45080,Hestvik,66.581764,13.206917,-0.426391747,-0.426639981,-0.36744746
45081,Langøya,66.06672,12.252833,0.303704377,-0.100014827,0.300240907
45083,Vorterøyskagen,69.98715,20.664618,0.002634065,-0.012362097,0.001518804
45087,Aukan,63.0603,7.594283,-0.260572085,-0.350433562,-0.240434053
45092,Smælingen,64.09392,9.903667,0.183341268,0.116301324,0.20177664
45122,Lausund,62.598232,6.180333,-0.068234522,0.109429045,0.427715822
45127,Hellerflesa,65.03512,11.730767,0.269615092,0.222127021,0.19042741
45129,Kvitholmen,63.46975,8.156933,-0.06054414,-0.023608417,0.057847223
45134,Bugane,62.438816,6.816167,-0.146527941,-0.548621546,-0.205001791
45135,Voravika,62.229916,5.49525,0.431845447,0.109687062,-0.376503892
45154,Langneset,70.05127,19.76845,0.394883894,0.578479608,0.457301772
45167,Heggeset,62.973415,7.645567,0.13310258,-0.04227637,-0.392373184
